respondent_id,h1n1_vaccine,seasonal_vaccine
47065,0.14,0.38
47066,0.56,0.55
47067,0.12,0.05
47068,0.62,0.86
47069,0.34,0.30
47070,0.17,0.41
47071,0.72,0.81
47072,0.04,0.12
47073,0.17,0.28
47074,0.60,0.83
47075,0.53,0.59
47076,0.23,0.31
47077,0.19,0.27
47078,0.35,0.22
47079,0.09,0.07
47080,0.30,0.67
47081,0.03,0.24
47082,0.83,0.82
47083,0.06,0.08
47084,0.24,0.50
47085,0.88,0.89
47086,0.57,0.81
47087,0.11,0.54
47088,0.16,0.55
47089,0.23,0.44
47090,0.33,0.48
47091,0.14,0.25
47092,0.04,0.06
47093,0.19,0.52
47094,0.37,0.66
47095,0.40,0.87
47096,0.38,0.25
47097,0.16,0.12
47098,0.21,0.13
47099,0.07,0.11
47100,0.16,0.47
47101,0.09,0.77
47102,0.05,0.17
47103,0.26,0.28
47104,0.41,0.13
47105,0.03,0.06
47106,0.11,0.20
47107,0.23,0.40
47108,0.13,0.18
47109,0.14,0.24
47110,0.45,0.73
47111,0.10,0.69
47112,0.49,0.40
47113,0.53,0.51
47114,0.05,0.10
47115,0.11,0.61
47116,0.19,0.08
47117,0.13,0.72
47118,0.13,0.77
47119,0.10,0.21
47120,0.09,0.20
47121,0.33,0.79
47122,0.17,0.71
47123,0.12,0.20
47124,0.26,0.52
47125,0.79,0.52
47126,0.16,0.22
47127,0.08,0.65
47128,0.57,0.92
47129,0.11,0.16
47130,0.16,0.21
47131,0.06,0.29
47132,0.44,0.89
47133,0.10,0.10
47134,0.10,0.64
47135,0.74,0.72
47136,0.45,0.62
47137,0.34,0.95
47138,0.67,0.76
47139,0.12,0.80
47140,0.07,0.20
47141,0.13,0.92
47142,0.31,0.67
47143,0.16,0.18
47144,0.09,0.14
47145,0.19,0.34
47146,0.19,0.14
47147,0.05,0.36
47148,0.23,0.27
47149,0.21,0.57
47150,0.79,0.91
47151,0.62,0.86
47152,0.14,0.24
47153,0.04,0.09
47154,0.32,0.17
47155,0.10,0.51
47156,0.41,0.76
47157,0.25,0.43
47158,0.32,0.23
47159,0.66,0.78
47160,0.12,0.27
47161,0.19,0.22
47162,0.57,0.65
47163,0.08,0.26
47164,0.25,0.92
47165,0.06,0.09
47166,0.39,0.47
47167,0.24,0.31
47168,0.26,0.55
47169,0.13,0.23
47170,0.26,0.11
47171,0.35,0.44
47172,0.29,0.85
47173,0.03,0.16
47174,0.04,0.12
47175,0.11,0.05
47176,0.14,0.18
47177,0.29,0.21
47178,0.43,0.62
47179,0.17,0.62
47180,0.42,0.65
47181,0.20,0.09
47182,0.03,0.25
47183,0.06,0.06
47184,0.22,0.42
47185,0.78,0.91
47186,0.52,0.88
47187,0.04,0.07
47188,0.17,0.55
47189,0.17,0.26
47190,0.24,0.88
47191,0.11,0.84
47192,0.08,0.20
47193,0.06,0.22
47194,0.48,0.66
47195,0.27,0.35
47196,0.26,0.73
47197,0.05,0.08
47198,0.61,0.78
47199,0.42,0.57
47200,0.03,0.08
47201,0.15,0.65
47202,0.44,0.61
47203,0.51,0.52
47204,0.58,0.30
47205,0.07,0.08
47206,0.19,0.39
47207,0.62,0.89
47208,0.84,0.76
47209,0.77,0.77
47210,0.26,0.30
47211,0.22,0.58
47212,0.22,0.76
47213,0.10,0.16
47214,0.18,0.70
47215,0.59,0.75
47216,0.09,0.50
47217,0.70,0.80
47218,0.10,0.68
47219,0.04,0.09
47220,0.09,0.16
47221,0.58,0.83
47222,0.71,0.83
47223,0.63,0.78
47224,0.17,0.47
47225,0.22,0.63
47226,0.11,0.21
47227,0.13,0.18
47228,0.33,0.63
47229,0.04,0.19
47230,0.40,0.82
47231,0.60,0.67
47232,0.34,0.24
47233,0.46,0.60
47234,0.07,0.08
47235,0.08,0.20
47236,0.21,0.59
47237,0.61,0.60
47238,0.35,0.45
47239,0.81,0.94
47240,0.57,0.56
47241,0.72,0.67
47242,0.54,0.77
47243,0.14,0.23
47244,0.30,0.43
47245,0.41,0.24
47246,0.13,0.29
47247,0.04,0.08
47248,0.09,0.10
47249,0.17,0.18
47250,0.08,0.19
47251,0.34,0.69
47252,0.48,0.74
47253,0.12,0.77
47254,0.19,0.28
47255,0.58,0.84
47256,0.24,0.53
47257,0.27,0.43
47258,0.34,0.85
47259,0.12,0.16
47260,0.45,0.43
47261,0.07,0.06
47262,0.80,0.78
47263,0.17,0.70
47264,0.48,0.60
47265,0.08,0.36
47266,0.11,0.62
47267,0.05,0.07
47268,0.11,0.16
47269,0.17,0.41
47270,0.05,0.14
47271,0.13,0.20
47272,0.20,0.62
47273,0.42,0.83
47274,0.14,0.75
47275,0.18,0.22
47276,0.64,0.71
47277,0.42,0.67
47278,0.04,0.06
47279,0.64,0.88
47280,0.06,0.09
47281,0.47,0.49
47282,0.24,0.51
47283,0.23,0.21
47284,0.04,0.05
47285,0.16,0.34
47286,0.13,0.62
47287,0.12,0.21
47288,0.87,0.89
47289,0.63,0.78
47290,0.65,0.92
47291,0.13,0.31
47292,0.56,0.80
47293,0.41,0.56
47294,0.22,0.22
47295,0.20,0.23
47296,0.12,0.89
47297,0.18,0.17
47298,0.34,0.80
47299,0.26,0.71
47300,0.18,0.27
47301,0.21,0.89
47302,0.51,0.56
47303,0.10,0.49
47304,0.57,0.88
47305,0.06,0.19
47306,0.43,0.49
47307,0.21,0.35
47308,0.07,0.34
47309,0.15,0.19
47310,0.37,0.50
47311,0.05,0.14
47312,0.85,0.92
47313,0.05,0.08
47314,0.13,0.60
47315,0.17,0.36
47316,0.19,0.17
47317,0.19,0.19
47318,0.06,0.18
47319,0.70,0.64
47320,0.12,0.84
47321,0.04,0.39
47322,0.22,0.40
47323,0.07,0.19
47324,0.12,0.19
47325,0.05,0.07
47326,0.60,0.85
47327,0.08,0.07
47328,0.11,0.95
47329,0.15,0.69
47330,0.43,0.40
47331,0.11,0.05
47332,0.17,0.81
47333,0.09,0.35
47334,0.03,0.06
47335,0.62,0.86
47336,0.40,0.53
47337,0.17,0.20
47338,0.47,0.68
47339,0.07,0.12
47340,0.44,0.61
47341,0.57,0.80
47342,0.69,0.92
47343,0.24,0.39
47344,0.28,0.44
47345,0.07,0.32
47346,0.24,0.60
47347,0.18,0.63
47348,0.12,0.29
47349,0.14,0.23
47350,0.19,0.84
47351,0.11,0.13
47352,0.28,0.17
47353,0.15,0.40
47354,0.83,0.94
47355,0.27,0.86
47356,0.50,0.79
47357,0.20,0.18
47358,0.56,0.65
47359,0.28,0.52
47360,0.10,0.64
47361,0.20,0.22
47362,0.13,0.18
47363,0.20,0.58
47364,0.52,0.58
47365,0.21,0.82
47366,0.08,0.18
47367,0.70,0.67
47368,0.31,0.46
47369,0.07,0.17
47370,0.13,0.81
47371,0.27,0.45
47372,0.35,0.31
47373,0.48,0.57
47374,0.13,0.14
47375,0.08,0.68
47376,0.25,0.40
47377,0.20,0.24
47378,0.85,0.87
47379,0.22,0.53
47380,0.46,0.58
47381,0.14,0.34
47382,0.08,0.15
47383,0.68,0.57
47384,0.10,0.19
47385,0.11,0.31
47386,0.67,0.53
47387,0.23,0.92
47388,0.15,0.29
47389,0.21,0.72
47390,0.05,0.07
47391,0.53,0.89
47392,0.14,0.36
47393,0.11,0.30
47394,0.16,0.21
47395,0.49,0.55
47396,0.53,0.37
47397,0.45,0.61
47398,0.47,0.68
47399,0.52,0.79
47400,0.58,0.63
47401,0.05,0.06
47402,0.05,0.74
47403,0.08,0.40
47404,0.08,0.15
47405,0.10,0.15
47406,0.18,0.11
47407,0.32,0.52
47408,0.16,0.56
47409,0.88,0.77
47410,0.25,0.71
47411,0.26,0.56
47412,0.17,0.80
47413,0.08,0.11
47414,0.12,0.65
47415,0.34,0.84
47416,0.12,0.64
47417,0.15,0.31
47418,0.04,0.10
47419,0.73,0.85
47420,0.04,0.16
47421,0.07,0.26
47422,0.35,0.27
47423,0.58,0.44
47424,0.51,0.63
47425,0.27,0.25
47426,0.76,0.30
47427,0.53,0.64
47428,0.76,0.88
47429,0.19,0.20
47430,0.03,0.07
47431,0.14,0.14
47432,0.12,0.29
47433,0.55,0.81
47434,0.18,0.47
47435,0.11,0.22
47436,0.27,0.25
47437,0.26,0.69
47438,0.17,0.09
47439,0.17,0.96
47440,0.10,0.07
47441,0.09,0.28
47442,0.13,0.86
47443,0.49,0.80
47444,0.08,0.14
47445,0.09,0.16
47446,0.11,0.17
47447,0.07,0.21
47448,0.11,0.15
47449,0.17,0.54
47450,0.20,0.91
47451,0.21,0.59
47452,0.23,0.61
47453,0.83,0.92
47454,0.39,0.82
47455,0.17,0.53
47456,0.13,0.71
47457,0.35,0.43
47458,0.05,0.27
47459,0.56,0.67
47460,0.15,0.29
47461,0.42,0.85
47462,0.35,0.19
47463,0.10,0.31
47464,0.22,0.23
47465,0.40,0.59
47466,0.21,0.19
47467,0.53,0.47
47468,0.56,0.66
47469,0.36,0.74
47470,0.31,0.43
47471,0.56,0.48
47472,0.26,0.57
47473,0.09,0.21
47474,0.18,0.85
47475,0.04,0.05
47476,0.54,0.60
47477,0.33,0.56
47478,0.11,0.84
47479,0.24,0.25
47480,0.25,0.24
47481,0.06,0.14
47482,0.12,0.61
47483,0.63,0.77
47484,0.10,0.39
47485,0.14,0.31
47486,0.09,0.24
47487,0.75,0.89
47488,0.16,0.38
47489,0.21,0.72
47490,0.06,0.07
47491,0.36,0.52
47492,0.64,0.92
47493,0.07,0.21
47494,0.37,0.79
47495,0.09,0.18
47496,0.07,0.13
47497,0.35,0.89
47498,0.09,0.13
47499,0.84,0.86
47500,0.17,0.37
47501,0.32,0.54
47502,0.02,0.09
47503,0.46,0.55
47504,0.39,0.61
47505,0.16,0.30
47506,0.12,0.11
47507,0.08,0.13
47508,0.26,0.80
47509,0.05,0.17
47510,0.13,0.31
47511,0.53,0.68
47512,0.66,0.89
47513,0.09,0.09
47514,0.08,0.11
47515,0.23,0.43
47516,0.49,0.47
47517,0.39,0.21
47518,0.20,0.30
47519,0.82,0.86
47520,0.32,0.72
47521,0.04,0.14
47522,0.32,0.47
47523,0.34,0.60
47524,0.44,0.56
47525,0.08,0.10
47526,0.11,0.18
47527,0.42,0.56
47528,0.12,0.87
47529,0.04,0.22
47530,0.16,0.53
47531,0.43,0.81
47532,0.13,0.16
47533,0.11,0.56
47534,0.18,0.57
47535,0.30,0.73
47536,0.31,0.41
47537,0.08,0.24
47538,0.73,0.48
47539,0.99,0.95
47540,0.68,0.78
47541,0.05,0.13
47542,0.81,0.90
47543,0.07,0.15
47544,0.08,0.16
47545,0.44,0.80
47546,0.14,0.80
47547,0.26,0.59
47548,0.10,0.17
47549,0.10,0.17
47550,0.07,0.18
47551,0.18,0.90
47552,0.29,0.69
47553,0.11,0.17
47554,0.54,0.57
47555,0.12,0.21
47556,0.08,0.32
47557,0.07,0.92
47558,0.51,0.71
47559,0.89,0.91
47560,0.45,0.78
47561,0.15,0.59
47562,0.13,0.32
47563,0.10,0.09
47564,0.13,0.15
47565,0.66,0.81
47566,0.60,0.69
47567,0.12,0.41
47568,0.30,0.25
47569,0.24,0.17
47570,0.05,0.06
47571,0.56,0.78
47572,0.59,0.64
47573,0.42,0.68
47574,0.40,0.48
47575,0.11,0.55
47576,0.16,0.31
47577,0.28,0.91
47578,0.07,0.12
47579,0.22,0.59
47580,0.07,0.14
47581,0.35,0.25
47582,0.37,0.56
47583,0.12,0.08
47584,0.38,0.60
47585,0.19,0.80
47586,0.35,0.56
47587,0.70,0.82
47588,0.27,0.47
47589,0.58,0.71
47590,0.15,0.55
47591,0.13,0.20
47592,0.06,0.13
47593,0.14,0.18
47594,0.19,0.34
47595,0.24,0.23
47596,0.40,0.66
47597,0.21,0.27
47598,0.13,0.64
47599,0.03,0.03
47600,0.14,0.27
47601,0.11,0.39
47602,0.22,0.28
47603,0.20,0.25
47604,0.16,0.78
47605,0.09,0.08
47606,0.44,0.34
47607,0.03,0.09
47608,0.44,0.61
47609,0.30,0.43
47610,0.21,0.19
47611,0.19,0.61
47612,0.13,0.17
47613,0.68,0.59
47614,0.23,0.30
47615,0.54,0.91
47616,0.25,0.86
47617,0.34,0.54
47618,0.13,0.73
47619,0.14,0.36
47620,0.27,0.38
47621,0.24,0.43
47622,0.31,0.16
47623,0.11,0.86
47624,0.02,0.09
47625,0.02,0.05
47626,0.21,0.11
47627,0.51,0.67
47628,0.21,0.53
47629,0.26,0.85
47630,0.09,0.13
47631,0.08,0.12
47632,0.78,0.88
47633,0.11,0.24
47634,0.09,0.86
47635,0.11,0.18
47636,0.84,0.78
47637,0.21,0.52
47638,0.10,0.32
47639,0.09,0.44
47640,0.44,0.67
47641,0.22,0.51
47642,0.11,0.44
47643,0.41,0.54
47644,0.29,0.50
47645,0.45,0.75
47646,0.62,0.76
47647,0.47,0.56
47648,0.12,0.57
47649,0.08,0.34
47650,0.74,0.88
47651,0.09,0.12
47652,0.20,0.52
47653,0.58,0.77
47654,0.16,0.22
47655,0.17,0.30
47656,0.34,0.63
47657,0.22,0.60
47658,0.57,0.78
47659,0.15,0.83
47660,0.26,0.49
47661,0.43,0.66
47662,0.01,0.06
47663,0.23,0.85
47664,0.15,0.17
47665,0.12,0.13
47666,0.67,0.80
47667,0.11,0.36
47668,0.64,0.83
47669,0.27,0.71
47670,0.41,0.79
47671,0.10,0.64
47672,0.10,0.24
47673,0.17,0.38
47674,0.34,0.62
47675,0.16,0.73
47676,0.53,0.67
47677,0.29,0.43
47678,0.05,0.25
47679,0.49,0.64
47680,0.58,0.64
47681,0.07,0.65
47682,0.85,0.88
47683,0.03,0.05
47684,0.37,0.53
47685,0.14,0.71
47686,0.05,0.08
47687,0.35,0.52
47688,0.67,0.86
47689,0.13,0.14
47690,0.02,0.19
47691,0.34,0.41
47692,0.20,0.75
47693,0.24,0.80
47694,0.13,0.15
47695,0.23,0.88
47696,0.16,0.10
47697,0.05,0.06
47698,0.10,0.04
47699,0.45,0.54
47700,0.18,0.25
47701,0.14,0.63
47702,0.29,0.18
47703,0.07,0.17
47704,0.09,0.21
47705,0.06,0.88
47706,0.46,0.37
47707,0.21,0.28
47708,0.12,0.20
47709,0.24,0.81
47710,0.16,0.36
47711,0.15,0.18
47712,0.38,0.59
47713,0.46,0.66
47714,0.36,0.69
47715,0.20,0.91
47716,0.18,0.43
47717,0.24,0.87
47718,0.44,0.60
47719,0.11,0.43
47720,0.48,0.85
47721,0.27,0.62
47722,0.89,0.87
47723,0.30,0.57
47724,0.33,0.47
47725,0.36,0.34
47726,0.13,0.16
47727,0.35,0.76
47728,0.22,0.50
47729,0.44,0.68
47730,0.08,0.31
47731,0.10,0.26
47732,0.42,0.55
47733,0.40,0.56
47734,0.22,0.25
47735,0.10,0.40
47736,0.05,0.17
47737,0.21,0.24
47738,0.08,0.12
47739,0.52,0.71
47740,0.06,0.10
47741,0.70,0.79
47742,0.11,0.56
47743,0.23,0.39
47744,0.32,0.32
47745,0.50,0.68
47746,0.35,0.55
47747,0.71,0.84
47748,0.75,0.87
47749,0.14,0.25
47750,0.32,0.26
47751,0.76,0.85
47752,0.83,0.89
47753,0.05,0.10
47754,0.76,0.84
47755,0.22,0.82
47756,0.54,0.82
47757,0.13,0.78
47758,0.62,0.75
47759,0.16,0.30
47760,0.08,0.13
47761,0.40,0.86
47762,0.06,0.07
47763,0.45,0.78
47764,0.06,0.13
47765,0.30,0.49
47766,0.24,0.31
47767,0.08,0.74
47768,0.37,0.46
47769,0.20,0.62
47770,0.58,0.88
47771,0.12,0.14
47772,0.10,0.54
47773,0.08,0.61
47774,0.07,0.10
47775,0.05,0.16
47776,0.55,0.65
47777,0.07,0.12
47778,0.25,0.33
47779,0.26,0.26
47780,0.48,0.64
47781,0.09,0.12
47782,0.09,0.17
47783,0.24,0.41
47784,0.04,0.20
47785,0.03,0.27
47786,0.33,0.19
47787,0.19,0.19
47788,0.10,0.42
47789,0.66,0.89
47790,0.31,0.65
47791,0.55,0.54
47792,0.05,0.14
47793,0.16,0.79
47794,0.18,0.15
47795,0.15,0.77
47796,0.06,0.63
47797,0.21,0.70
47798,0.26,0.16
47799,0.20,0.20
47800,0.11,0.48
47801,0.10,0.34
47802,0.35,0.59
47803,0.36,0.17
47804,0.33,0.23
47805,0.12,0.19
47806,0.06,0.19
47807,0.52,0.65
47808,0.37,0.35
47809,0.89,0.90
47810,0.53,0.83
47811,0.44,0.64
47812,0.08,0.81
47813,0.10,0.62
47814,0.11,0.13
47815,0.17,0.37
47816,0.43,0.54
47817,0.02,0.02
47818,0.29,0.45
47819,0.62,0.27
47820,0.10,0.35
47821,0.66,0.41
47822,0.12,0.73
47823,0.17,0.26
47824,0.29,0.70
47825,0.05,0.13
47826,0.27,0.75
47827,0.73,0.82
47828,0.39,0.61
47829,0.06,0.15
47830,0.15,0.54
47831,0.09,0.20
47832,0.07,0.02
47833,0.19,0.58
47834,0.14,0.23
47835,0.07,0.16
47836,0.17,0.19
47837,0.13,0.33
47838,0.07,0.77
47839,0.13,0.62
47840,0.12,0.70
47841,0.18,0.19
47842,0.11,0.34
47843,0.28,0.33
47844,0.43,0.90
47845,0.58,0.54
47846,0.13,0.57
47847,0.89,0.84
47848,0.53,0.77
47849,0.10,0.12
47850,0.32,0.44
47851,0.63,0.86
47852,0.12,0.50
47853,0.65,0.75
47854,0.21,0.95
47855,0.06,0.13
47856,0.03,0.05
47857,0.45,0.48
47858,0.26,0.86
47859,0.55,0.73
47860,0.11,0.28
47861,0.01,0.11
47862,0.03,0.03
47863,0.25,0.41
47864,0.31,0.33
47865,0.58,0.74
47866,0.12,0.34
47867,0.10,0.20
47868,0.12,0.37
47869,0.68,0.88
47870,0.13,0.13
47871,0.70,0.69
47872,0.44,0.69
47873,0.05,0.11
47874,0.24,0.93
47875,0.36,0.47
47876,0.18,0.15
47877,0.04,0.09
47878,0.18,0.14
47879,0.43,0.63
47880,0.15,0.91
47881,0.05,0.22
47882,0.40,0.42
47883,0.05,0.12
47884,0.22,0.50
47885,0.16,0.31
47886,0.03,0.12
47887,0.10,0.34
47888,0.18,0.14
47889,0.14,0.36
47890,0.29,0.57
47891,0.11,0.45
47892,0.34,0.54
47893,0.06,0.07
47894,0.10,0.21
47895,0.09,0.88
47896,0.07,0.22
47897,0.11,0.39
47898,0.12,0.12
47899,0.10,0.38
47900,0.08,0.37
47901,0.15,0.28
47902,0.22,0.45
47903,0.37,0.64
47904,0.10,0.91
47905,0.56,0.63
47906,0.11,0.55
47907,0.19,0.82
47908,0.50,0.61
47909,0.64,0.80
47910,0.21,0.44
47911,0.25,0.52
47912,0.10,0.82
47913,0.20,0.39
47914,0.54,0.19
47915,0.11,0.43
47916,0.14,0.26
47917,0.32,0.24
47918,0.08,0.14
47919,0.22,0.39
47920,0.20,0.41
47921,0.08,0.08
47922,0.21,0.20
47923,0.08,0.77
47924,0.18,0.86
47925,0.12,0.81
47926,0.11,0.88
47927,0.13,0.24
47928,0.82,0.90
47929,0.20,0.59
47930,0.21,0.29
47931,0.05,0.11
47932,0.06,0.20
47933,0.12,0.26
47934,0.07,0.12
47935,0.74,0.70
47936,0.60,0.92
47937,0.59,0.70
47938,0.14,0.65
47939,0.31,0.80
47940,0.46,0.80
47941,0.21,0.53
47942,0.08,0.21
47943,0.26,0.33
47944,0.51,0.66
47945,0.36,0.30
47946,0.63,0.78
47947,0.18,0.82
47948,0.27,0.79
47949,0.21,0.74
47950,0.66,0.89
47951,0.08,0.07
47952,0.18,0.08
47953,0.09,0.24
47954,0.29,0.81
47955,0.49,0.65
47956,0.86,0.90
47957,0.13,0.31
47958,0.27,0.52
47959,0.26,0.69
47960,0.14,0.63
47961,0.72,0.77
47962,0.47,0.69
47963,0.08,0.51
47964,0.11,0.18
47965,0.29,0.31
47966,0.32,0.67
47967,0.06,0.94
47968,0.17,0.27
47969,0.06,0.10
47970,0.11,0.70
47971,0.23,0.32
47972,0.10,0.18
47973,0.10,0.50
47974,0.18,0.43
47975,0.13,0.51
47976,0.11,0.16
47977,0.40,0.64
47978,0.10,0.40
47979,0.05,0.06
47980,0.67,0.65
47981,0.10,0.41
47982,0.16,0.19
47983,0.03,0.08
47984,0.04,0.07
47985,0.07,0.26
47986,0.25,0.25
47987,0.02,0.04
47988,0.90,0.91
47989,0.11,0.15
47990,0.27,0.36
47991,0.34,0.71
47992,0.46,0.49
47993,0.14,0.65
47994,0.42,0.59
47995,0.60,0.84
47996,0.69,0.71
47997,0.01,0.05
47998,0.84,0.84
47999,0.28,0.43
48000,0.36,0.14
48001,0.32,0.56
48002,0.29,0.26
48003,0.08,0.66
48004,0.29,0.52
48005,0.27,0.29
48006,0.24,0.54
48007,0.34,0.48
48008,0.49,0.88
48009,0.20,0.20
48010,0.19,0.47
48011,0.16,0.38
48012,0.56,0.67
48013,0.23,0.20
48014,0.42,0.49
48015,0.12,0.14
48016,0.10,0.34
48017,0.07,0.11
48018,0.66,0.82
48019,0.46,0.71
48020,0.27,0.74
48021,0.13,0.49
48022,0.12,0.14
48023,0.08,0.07
48024,0.13,0.80
48025,0.16,0.16
48026,0.14,0.18
48027,0.20,0.21
48028,0.08,0.39
48029,0.07,0.32
48030,0.53,0.81
48031,0.12,0.36
48032,0.23,0.49
48033,0.09,0.15
48034,0.25,0.22
48035,0.03,0.10
48036,0.04,0.05
48037,0.16,0.51
48038,0.41,0.89
48039,0.11,0.90
48040,0.50,0.82
48041,0.41,0.72
48042,0.04,0.15
48043,0.15,0.44
48044,0.56,0.78
48045,0.76,0.77
48046,0.35,0.19
48047,0.08,0.74
48048,0.51,0.84
48049,0.07,0.47
48050,0.31,0.79
48051,0.12,0.42
48052,0.05,0.12
48053,0.80,0.93
48054,0.31,0.33
48055,0.13,0.43
48056,0.80,0.93
48057,0.04,0.07
48058,0.12,0.78
48059,0.16,0.27
48060,0.92,0.89
48061,0.35,0.59
48062,0.15,0.50
48063,0.14,0.39
48064,0.24,0.72
48065,0.03,0.13
48066,0.17,0.44
48067,0.34,0.10
48068,0.66,0.90
48069,0.46,0.79
48070,0.13,0.75
48071,0.43,0.72
48072,0.08,0.07
48073,0.22,0.46
48074,0.68,0.82
48075,0.10,0.72
48076,0.68,0.84
48077,0.07,0.34
48078,0.05,0.10
48079,0.13,0.34
48080,0.12,0.72
48081,0.27,0.82
48082,0.28,0.46
48083,0.17,0.59
48084,0.56,0.68
48085,0.06,0.14
48086,0.09,0.13
48087,0.25,0.67
48088,0.12,0.06
48089,0.25,0.88
48090,0.20,0.35
48091,0.55,0.85
48092,0.26,0.15
48093,0.42,0.74
48094,0.17,0.38
48095,0.66,0.76
48096,0.18,0.44
48097,0.10,0.81
48098,0.15,0.58
48099,0.28,0.42
48100,0.23,0.39
48101,0.35,0.54
48102,0.59,0.68
48103,0.37,0.26
48104,0.35,0.54
48105,0.16,0.80
48106,0.23,0.62
48107,0.85,0.69
48108,0.09,0.13
48109,0.27,0.29
48110,0.14,0.93
48111,0.10,0.59
48112,0.08,0.10
48113,0.69,0.80
48114,0.08,0.14
48115,0.19,0.78
48116,0.07,0.40
48117,0.08,0.07
48118,0.12,0.46
48119,0.42,0.56
48120,0.54,0.76
48121,0.06,0.12
48122,0.20,0.81
48123,0.03,0.11
48124,0.19,0.30
48125,0.35,0.52
48126,0.20,0.27
48127,0.11,0.22
48128,0.21,0.68
48129,0.28,0.35
48130,0.75,0.88
48131,0.37,0.54
48132,0.06,0.07
48133,0.29,0.50
48134,0.34,0.64
48135,0.58,0.83
48136,0.86,0.92
48137,0.45,0.80
48138,0.04,0.29
48139,0.65,0.81
48140,0.05,0.13
48141,0.05,0.06
48142,0.88,0.96
48143,0.11,0.50
48144,0.90,0.97
48145,0.27,0.22
48146,0.21,0.60
48147,0.19,0.69
48148,0.10,0.25
48149,0.02,0.11
48150,0.55,0.50
48151,0.50,0.41
48152,0.51,0.13
48153,0.37,0.67
48154,0.27,0.31
48155,0.86,0.81
48156,0.06,0.16
48157,0.12,0.25
48158,0.24,0.50
48159,0.27,0.26
48160,0.02,0.01
48161,0.12,0.18
48162,0.65,0.85
48163,0.06,0.19
48164,0.13,0.56
48165,0.57,0.52
48166,0.06,0.09
48167,0.55,0.61
48168,0.43,0.55
48169,0.06,0.13
48170,0.23,0.25
48171,0.19,0.83
48172,0.26,0.40
48173,0.47,0.37
48174,0.56,0.70
48175,0.07,0.11
48176,0.27,0.31
48177,0.71,0.81
48178,0.39,0.59
48179,0.11,0.22
48180,0.24,0.38
48181,0.30,0.25
48182,0.06,0.37
48183,0.10,0.15
48184,0.01,0.06
48185,0.17,0.81
48186,0.58,0.79
48187,0.24,0.68
48188,0.09,0.34
48189,0.12,0.30
48190,0.05,0.13
48191,0.78,0.90
48192,0.49,0.66
48193,0.03,0.10
48194,0.42,0.46
48195,0.10,0.21
48196,0.09,0.38
48197,0.12,0.85
48198,0.08,0.21
48199,0.19,0.45
48200,0.28,0.19
48201,0.20,0.65
48202,0.10,0.09
48203,0.20,0.33
48204,0.65,0.78
48205,0.59,0.71
48206,0.12,0.13
48207,0.08,0.23
48208,0.10,0.36
48209,0.40,0.86
48210,0.05,0.17
48211,0.05,0.08
48212,0.15,0.46
48213,0.05,0.10
48214,0.77,0.77
48215,0.14,0.17
48216,0.03,0.05
48217,0.63,0.88
48218,0.16,0.42
48219,0.68,0.59
48220,0.10,0.19
48221,0.36,0.26
48222,0.08,0.23
48223,0.42,0.59
48224,0.11,0.19
48225,0.66,0.93
48226,0.31,0.11
48227,0.62,0.72
48228,0.16,0.45
48229,0.63,0.79
48230,0.16,0.35
48231,0.22,0.20
48232,0.14,0.17
48233,0.27,0.21
48234,0.22,0.19
48235,0.68,0.80
48236,0.68,0.84
48237,0.02,0.02
48238,0.10,0.24
48239,0.35,0.78
48240,0.99,0.89
48241,0.28,0.31
48242,0.31,0.45
48243,0.12,0.12
48244,0.48,0.61
48245,0.48,0.75
48246,0.41,0.64
48247,0.13,0.27
48248,0.10,0.18
48249,0.13,0.19
48250,0.54,0.83
48251,0.06,0.12
48252,0.59,0.77
48253,0.11,0.19
48254,0.43,0.87
48255,0.66,0.93
48256,0.26,0.62
48257,0.21,0.52
48258,0.14,0.16
48259,0.77,0.88
48260,0.27,0.58
48261,0.04,0.11
48262,0.34,0.64
48263,0.24,0.16
48264,0.05,0.22
48265,0.23,0.32
48266,0.26,0.14
48267,0.35,0.47
48268,0.90,0.90
48269,0.54,0.51
48270,0.50,0.88
48271,0.20,0.15
48272,0.30,0.89
48273,0.07,0.14
48274,0.49,0.95
48275,0.37,0.48
48276,0.16,0.94
48277,0.24,0.77
48278,0.33,0.31
48279,0.08,0.13
48280,0.07,0.12
48281,0.29,0.48
48282,0.42,0.75
48283,0.18,0.54
48284,0.26,0.41
48285,0.57,0.57
48286,0.16,0.92
48287,0.20,0.46
48288,0.45,0.63
48289,0.14,0.62
48290,0.66,0.89
48291,0.29,0.43
48292,0.19,0.76
48293,0.09,0.18
48294,0.87,0.91
48295,0.25,0.54
48296,0.64,0.84
48297,0.55,0.66
48298,0.47,0.58
48299,0.67,0.76
48300,0.13,0.13
48301,0.10,0.42
48302,0.07,0.20
48303,0.26,0.11
48304,0.21,0.20
48305,0.22,0.53
48306,0.06,0.14
48307,0.05,0.09
48308,0.09,0.14
48309,0.31,0.56
48310,0.26,0.58
48311,0.29,0.42
48312,0.14,0.26
48313,0.42,0.49
48314,0.06,0.14
48315,0.09,0.33
48316,0.11,0.23
48317,0.21,0.31
48318,0.29,0.28
48319,0.08,0.14
48320,0.43,0.61
48321,0.02,0.04
48322,0.13,0.39
48323,0.12,0.30
48324,0.17,0.20
48325,0.11,0.28
48326,0.68,0.84
48327,0.15,0.22
48328,0.36,0.93
48329,0.23,0.11
48330,0.23,0.67
48331,0.44,0.42
48332,0.10,0.56
48333,0.23,0.31
48334,0.09,0.14
